File Name,License,Author / Source,Author URL,Original File URL
natgeofoto.jpg,,,,
nationalgeographic.jpg,CC BY 2.0,,,https://www.flickr.com/photos/lars_p/4804577246/
nba.jpg,,,,
nbb.jpg,,,,
noticiasdegoverno.jpg,,,,
noticiassenado.jpg,,,,
novelasyahoo.jpg,,,,
nytimes.jpg,   ,,,
odia.jpg,,,,
olhardigital.jpg,,,,
omelete.jpg,,,,
omgyahoo.jpg,,,,
opcionempleo.jpg,CC BY-SA 2.0,,,https://www.flickr.com/photos/jesseclockwork/9564874773/
osar.jpg,CC BY-SA 2.0,,,https://www.flickr.com/photos/newlifehotels/3492728122/
people.jpg,,,,
pinterest.jpg,CC BY 2.0,,,https://www.flickr.com/photos/snarkyparky/2575508151
planodesaudeonline.jpg,,,,
portalsaude.jpg,,,,
poupatempo.jpg,,,,
prensalibre.jpg,CC BY-SA 2.0,,,https://www.flickr.com/photos/culturadered/8731496393
quizlet.jpg,,,,
r7.jpg,,,,
radiosdeguatemala.jpg,CC BY-SA 2.0,,,https://www.flickr.com/photos/cogdog/5560050395
realmadrid.jpg,CC BY-SA 3.0,,,http://commons.wikimedia.org/wiki/File:Real_madrid_forever.jpg
revistachicos.jpg,,,,
revistaescola.jpg,,,,
revistasaude.jpg,,,,
rio2016.jpg,,,,
riocontra.jpg,,,,
rioshow.jpg,,,,
rioturismoradical.jpg,,,,
riovagas.jpg,,,,
riovestibular.jpg,,,,
rockchapin.jpg,CC BY 2.3,,,https://www.flickr.com/photos/knmurphy/4571999483/
sabiduriamaya.jpg,Courtesy of the Author,Visit Guatemala Website,http://visitguatemala.com/descargas/fotografias-alta-resolucion,http://visitguatemala.com/descargas/fotografias-alta-resolucion
seguros.jpg,,,,
senac.jpg,,,,
senado.jpg,,,,
sigloveintiuno.jpg,CC0,,,http://pixabay.com/en/read-newspaper-newspaper-man-news-277060/
sistemadebecas.jpg,CC BY 2.0,,,https://www.flickr.com/photos/werwin15/3608822025/
sitedabaixada.jpg,,,,
sportv.jpg,,,,
spotify.jpg,CC BY 2.0,,,https://www.flickr.com/photos/kevinshine/8334489559/
supercook.jpg,CC0,,,https://pixabay.com/en/basil-carbohydrate-cooking-cuisine-523097/
superliga.jpg,,,,
surf.jpg,,,,
tecoloco.jpg,CC BY 2.0,,,https://www.flickr.com/photos/jerthebear/5850272087
ted.jpg,,,,
tedxrio.jpg,,,,
tedxrio20.jpg,,,,
telediario.jpg,CC BY 2.0,,,https://www.flickr.com/photos/devitogustavo/6756325851/
telelistas.jpg,,,,
teleton.jpg,Courtesy of the Author,Visit Guatemala Website,http://visitguatemala.com/descargas/fotografias-alta-resolucion,http://visitguatemala.com/descargas/fotografias-alta-resolucion
terra.jpg,,,,
todostartups.jpg,CC BY-SA 2.0,,,https://www.flickr.com/photos/archer10/2215940103
tryscience.jpg,,,,
tumblr.jpg,CC BY-SA 2.0,,,https://www.flickr.com/photos/jeffreywarren/2970965490
tvenovela.jpg,,,,
twitter.jpg,,,,
uefa.jpg,,,,
ultimosegundo.jpg,,,,
universidaddelvalle.jpg,CC BY 2.0,,,https://www.flickr.com/photos/ccacnorthlib/3554627894/
universidaddesancarlos.jpg,CC BY 2.0,,,https://www.flickr.com/photos/eflon/8917394523/
universidadfranciscomarroquin.jpg,,,,https://www.facebook.com/photo.php?fbid=551625974935011&set=pb.126897247407888.-2207520000.1405001105.&type=3&theater
universidadmarianogalvez.jpg,CC BY 2.0,,,https://www.flickr.com/photos/ccacnorthlib/4131076475/
universidadrafaellandivar.jpg,CC BY-SA 2.0,,,https://www.flickr.com/photos/ginnerobot/4552277923/
universidadrural.jpg,CC BY-SA 2.0,,,https://www.flickr.com/photos/garryknight/2952181360/
univision.jpg,CC BY 2.0,,,https://www.flickr.com/photos/johnny_micheletto/10555985755/
uoljogos.jpg,,,,
upa.jpg,,,,
upprj.jpg,,,,
vasco.jpg,,,,
verduca.jpg,,,,
