File Name,License,Author / Source,Author URL,Original File URL
eos-link-noticiassenado.png,Adapted from Thumb,,,
eos-link-novelasyahoo.png,Copy of the trademark,,,
eos-link-nytimes.png,Adapted from Thumb,,,
eos-link-odia.png,Copy of the trademark,,,
eos-link-olhardigital.png,Adapted from Thumb,,,
eos-link-omelete.png,Adapted from Thumb,,,
eos-link-omgyahoo.png,Copy of the trademark,,,
eos-link-opcionempleo.png,Adapted from Thumb,,,
eos-link-osar.png,Adapted from Thumb,,,
eos-link-people.png,Adapted from Thumb,,,
eos-link-pinterest.png,Adapted from Thumb,,,
eos-link-planodesaudeonline.png,Adapted from Thumb,,,
eos-link-portalsaude.png,Copy of the trademark,,,
eos-link-poupatempo.png,Adapted from Thumb,,,
eos-link-prensalibre.png,Copy of the trademark,,,
eos-link-quizlet.png,Copy of the trademark,,,
eos-link-r7.png,Copy of the trademark,,,
eos-link-radiosdeguatemala.png,Adapted from Thumb,,,
eos-link-realmadrid.png,Adapted from Thumb,,,
eos-link-revistachicos.png,Adapted from Thumb,,,
eos-link-revistaescola.png,Copy of the trademark,,,
eos-link-revistasaude.png,Copy of the trademark,,,
eos-link-rio2016.png,Copy of the trademark,,,
eos-link-riocontra.png,Copy of the trademark,,,
eos-link-rioshow.png,Copy of the trademark,,,
eos-link-rioturismoradical.png,Copy of the trademark,,,
eos-link-riovagas.png,Copy of the trademark,,,
eos-link-riovestibular.png,Copy of the trademark,,,
eos-link-rockchapin.png,Adapted from Thumb,,,
eos-link-sabiduriamaya.png,Adapted from Thumb,,,
eos-link-seguros.png,Copy of the trademark,,,
eos-link-senac.png,Copy of the trademark,,,
eos-link-senado.png,Copy of the trademark,,,
eos-link-sigloveintiuno.png,Copy of the trademark,,,
eos-link-sistemadebecas.png,Adapted from Thumb,,,
eos-link-sitedabaixada.png,Adapted from Thumb,,,
eos-link-sportv.png,Adapted from Thumb,,,
eos-link-spotify.png,Copy of the trademark,,,
eos-link-supercook.png,Adapted from Thumb,,,
eos-link-superliga.png,Adapted from Thumb,,,
eos-link-surf.png,Copy of the trademark,,,
eos-link-tecoloco.png,Adapted from Thumb,,,
eos-link-ted.png,Copy of the trademark,,,
eos-link-tedxrio20.png,Adapted from Thumb,,,
eos-link-tedxrio.png,Adapted from Thumb,,,
eos-link-telediario.png,Adapted from Thumb,,,
eos-link-telelistas.png,Copy of the trademark,,,
eos-link-teleton.png,Adapted from Thumb,,,
eos-link-terra.png,Adapted from Thumb,,,
