,,,,,,,,,,,,Personalities,,,,,,,,,-------->,,GLOBAL,,,,SPANISH,,,,PORTUGUESE,,,,,,,,
,khanacademy,eos-app-com.endlessm.khanacademy,eos-khanacademy,,Khan Academy,Endless App,Khan Academy,Education,,,0,,x,x,,x,,x,"This educational application gives our users access to Khan Academy videos in their language. Khan Academy has become one of the great successes in education, offering online classes on subjects like physics, chemistry, biology, math, and more. Rich with content, this application provides a free, powerful supplement to classroom education.",,,,Khan Academy,"Learn about math, computers, economics, science, medicine, finance, history, and more, for free","A whole world of learning is at your fingertips with the Khan Academy app. One of the greatest educational resources out there, Khan Academy, offers online video courses in a vast variety of content areas, including math, biology, chemistry, and physics. These exciting videos give you access to fascinating content, and help you learn more than just your classroom's education. The videos are free, easy to access, and provide learning opportunities that are sure to expand your mind.",,Khan Academy,"Aprende acerca de las matemáticas, el arte, la programación, la economía, la biología, la historia, y mucho más - y todo por gratis","Con la app de Khan Academy tendrás un mundo de conocimiento a tu alcance. Khan Academy es uno de los recursos educacionales más grandes y ofrece cursos por video en línea en una gran variedad de áreas, incluyendo matemáticas, biología, química, y física. Estos videos interesantes te darán acceso a un contenido fascinante, y te ayudarán a saber más de lo que solo aprenderás en el salón de clases. Todos los videos son gratuitos y te ayudarán a abrir tu mente y ser exitoso en lo que quieras.",,Khan Academy,"Saiba mais sobre matemática, computadores, economia, ciência, medicina, finanças, história e muito mais, gratuitamente.","Um mundo inteiro de conhecimento está ao seu alcance com o aplicativo Khan Academy. Um dos maiores recursos educacionais no mundo, Khan Academy, oferece vídeo aulas online em uma grande variedade de áreas de conteúdo, incluindo matemática, biologia, química e física. Estes emocionantes vídeos lhe darão acesso a conteúdos fascinantes, e te ajudará a aprender mais do que a educação da sua sala de aula. Os vídeos são gratuitos, de fácil acesso, e proporcionarão oportunidades de aprendizagem que com certeza vão expandir sua mente.",,"In short description oxford comma should not be used in Spanish - ""la historia y mucho más"". In longer description, the oxford comma should again not be used - ""biologia, quimica y fisica""",,,,
,youtube,eos-app-com.endlessm.youtube,eos-youtube,,YouTube,Endless App,Endless,Media,,,0,x,,,,,,,A stylish and engaging application that makes finding YouTube videos easier.,,,,YouTube,"Share your videos with friends, family, and the world","YouTube is one of the most entertaining and informative sites on the Web. You can find videos of your favorite musical artists, tutorials that teach you to do virtually anything, funny or cute videos, and so much more! The YouTube app makes finding videos easier in a beautiful new way. This app is the best way to discover exactly the video you’re looking for.",,YouTube,"Comparte tus vídeos con amigos, familiares y el mundo o encuentra videos que te encantarán","YouTube es uno de los sitios más entretenidos e informativos de la Red. Puedes encontrar videos de tus artistas musicales favoritos, clases que te enseñan casi de todo, videos divertidos o graciosos, ¡y mucho más! La app de YouTube hace que encontrar videos sea más fácil de una nueva y agradable forma. Esta app es la mejor manera de descubrir exactamente el video que estás buscando.",,YouTube,"Compartilhe os seus vídeos com amigos, família e o resto do mundo","O YouTube é um dos sites onde mais se encontra diversão e informação na internet. Você pode encontrar vídeos de seus artistas musicais preferidos, tutoriais que ensinam a fazer praticamente tudo, vídeos encantadores ou engraçados e muito mais! O app YouTube permite encontrar vídeos de maneira inovadora, fácil e atrativa. Este app é o que há de melhor para encontrar aquele vídeo que você estava procurando. ",,,,,,
NA,mexico,eos-app-com.endlessm.mexico,eos-mexico,,Mexico,Endless App,Wikipedia,"Education, Travel",,,2,,x,x,,,x,,,,,,Mexico,Learn about the country you call home and impress family and friends with the facts you know,"Want to learn more about the nation you call home? Mexico is a beautiful country with a rich heritage, delicious food, exciting sports, engaging cultural events, beautiful sites, and much more. Explore articles showcasing these areas of Mexican life, art, geography, and culture. You’ll deepen your knowledge of the nation and be able to share what you learn with friends, family, and visitors.",,México,¡Aprende más sobre tu bello país e impresiona a tu familia y a tus amigos con todo lo que aprenderás!,"¿Quieres conocer más acerca del país al que llamas tu hogar? Brasil es un bello país con una rica tradición, deliciosa comida, deportes emocionantes, interesantes eventos culturales, y mucho más. Explora artículos enfocados en estas áreas de la vida brasileña, arte, geografía y cultura. Profundizarás tu conocimiento acerca del país y podrás compartir lo que aprendas con amigos, familia y visitantes.",,Mexico,Conheça melhor o seu país e impressione sua família e amigos com o que irá aprender,"Deseja saber mais sobre a sua nação? México é um país maravilhoso com rica tradição, gastronomia formidável, esportes emocionantes, eventos culturais atrativos, lugares deslumbrantes e muito mais. Explore artigos que apresentam esses aspectos da vida mexicana, arte, geografia e cultura. Você irá aprofundar o seu conhecimento sobre o país e poderá compartilhar o que aprendeu com amigos, família e visitantes.",,"Longer description uses Brazil instead of Mexico. Also, the oxford comma should not be used- ""eventos culturales interesantes y mucho más""",,,,
,gnome-genius,eos-app-gnome-genius,gnome-genius,,Math,Endless App,TBD,Education,,,0,x,,,,,,,,,,,Math, Numerical computing environment and programming language,"This math application offers advanced mathematical computing functions that can be used for far more than just basic calculations. If you’re a math whiz who loves to experiment with this exciting discipline, this is the app for you. And even if you’re not, the app works wonderfully as a high-level calculator. Everything you need to figure out numerical mysteries is right here.",,Matemáticas,Usa esta calculadora para computar funciones difíciles,"Esta app de matemáticas ofrece funciones avanzadas de computación que se pueden utilizar para mucho más que sólo cálculos básicos. Si eres un genio de las matemáticas a quien le gusta experimentar con esta disciplina, te encantará esta app. E incluso, si no lo eres, la app funciona de maravilla como una calculadora de alto nivel. Todo lo que necesites saber sobre los misterios numéricos está aquí.",,Matemática,Ambiente de computação numérica e linguagem de programação,"Esta aplicação matemática oferece funções matemáticas avançadas que podem ser utilizadas para bem mais do que apenas cálculos básicos. Se você é um gênio da matemática que gosta de experimentar com esta disciplina emocionante, este é o aplicativo para você. E mesmo se você não for, o aplicativo funciona maravilhosamente como uma calculadora de alto nível. Tudo o que você precisa descobrir sobre mistérios numéricos esta bem aqui.",,,,,,
,armagetron,eos-app-armagetron,armagetronad,,Armagetron,Linux App,Linux,Games,Yes ,,0,x,,,,,,,,,,,Armagetron,Multiplayer 3D game inspired by the lightcycle sequence from the movie Tron,"This exciting game lets you into the world of Tron. Get behind the wheel of a “light cycle”, a cool and futuristic motorcycle, and battle others on the road. Force your opponents to hit the arena walls to eliminate them from the game and come out victorious. This app is easy to learn and a lot of fun to play!",,Armagetron,Un juego en 3D inspirado por la película Tron,"Este juego emocionante te lleva al mundo de Tron. Ponte detrás el volante de una motocicleta futurística y genial, y compite con otros por el camino. Trata de forzar a tus oponentes a golpearse con las paredes de la arena para eliminarlos del juego y salir victorioso. ¡Este juego es fácil de usar y muy divertido!",,Armagetron,Jogo multiplayer em 3D inspirado pelas motos futuristas lightcycle do filme Tron.,"Este emocionante jogo leva você para o mundo do Tron. Dirija um ""ciclo de luz"", uma moto legal e futurista, e combata os outros pela estrada. Force os seus adversários a bater nas paredes da arena para eliminá-los do jogo e sair vitorioso. Este aplicativo é fácil de aprender e muito divertido de jogar!",,"Typo on ""ponte detrás del volante""",,,,
,audacity,eos-app-audacity,audacity,,Audio Editor,Linux App,Linux,Audio,,,0,x,,,,,,,,,,,Audio Editor,"Audio editor for recording, slicing, and mixing audio","Have you ever wanted to make your own audio clips or songs? With this app, you'll be able to access all the tools you need to create audio clips that you can play for your friends and family. Create high quality clips and songs that you can even share with the world! ",,Editor de Audio,"Editor de sonido para grabar, cortar y mezclar audio","¿Alguna vez quisiste hacer tus propias canciones o clips de audio? Con esta app, podrás tener acceso a todas las herramientas necesarias para crear clips de audio. Podrás mostrarlas a tus amigos y a tu familia. ¡Crea canciones y clips de alta calidad que hasta puedas compartir con el mundo!",,Editor de audio,"Editor de áudio para gravar, cortar e misturar sons","Alguma vez você já quis fazer suas próprias gravações ou músicas? Com este aplicativo você será capaz de acessar todas as ferramentas que você precisa para editar arquivos de áudio, gravações e músicas, que você pode tocar para os seus amigos e familiares. Criar gravações e músicas de alta qualidade e ainda poder compartilhar com o mundo!",,"In the last sentence of the long description, instead of subjunctive ""puedas"" it should be ""podrás""",,,,
,evolution,eos-app-evolution,evolution %U,,E-mail,Linux App,Linux,"Mail, Email",Yes,,0,x,,,,,,,,,,,E-mail,"Full-featured tool for tool managing e-mail, address book and calendar","Staying in touch is an important part of modern life, and email has become one of the best ways of doing so. You may receive emails from faraway or close-by friends and family, access messages containing daily jokes, vocabulary, or news, and even handle important matters – all via email. When you need to check your email quickly and simply, this app is there for you.",,E-mail,"Todo lo que necesitas para mantenerte organizado y conectado: e-mail, un libro de contactos virtual y un calendario simple","Mantenerte en contacto es una parte importante de la vida moderna, y el correo electrónico es una de las mejores formas de hacerlo. Puedes recibir correo electrónico de amigos y familiares lejanos y cercanos, tener acceso a mensajes que contengan bromas del día, vocabulario o noticias y aún manejar asuntos importantes - todo por correo electrónico. Cuando necesites revisar tu correo electrónico rápido y fácilmente, esta app estará disponible.",,E-mail,"Ferramenta completa para gestão de e-mail, contatos e calendário","Ficar em contato é uma parte importante da vida moderna, e o e-mail tornou-se uma das melhores maneiras de fazê-lo. Você pode receber e-mails de amigos e familiares distantes, receber mensagens contendo piadas diárias, vocabulário, ou notícias, e até mesmo lidar com questões importantes - tudo via e-mail. Quando você precisa verificar seu e-mail de forma rápida e simples, este app estará lá para você.",,"In the short description ""simple"" is cut off at the end. Also, the color of words makes the description a little harder to read.",,,,
,gcalctool,eos-app-gnome-calculator,gnome-calculator,,Calculator,Linux App,Linux,"Utility, Calculator",Yes,,0,x,,,,,,,,,,,Calculator,Full-featured scientific calculator with many bonus tools,"Do you ever consider how often you need to do basic or even complex math in daily life? From calculating a budget to converting measurements in a recipe to figuring out taxes, you probably use equations more regularly than you think. That’s why this calculator app comes in handy. Perform simple arithmetic quickly, or allow the calculator to do more advanced work, depending on your needs. You’ll never struggle to perform mathematical tasks again as long as you have this calculator app! ",,Calculadora,Una calculadora científica con todas las funciones que necesitas,"¿Te has puesto a pensar con qué frecuencia necesitas usar matemáticas básicas, o hasta complejas, en la vida diaria? Desde calcular un presupuesto o convertir medidas en una receta hasta lidiar con los impuestos, probablemente usas las ecuaciones más veces de las que imaginas. Es por eso que esta app es muy útil. Haz una aritmética simple rápidamente o deja que la calculadora haga trabajo más avanzado, dependiendo de tus necesidades. ¡Nunca volverás a tener dificultades para hacer tareas matemáticas cuando tengas esta app de calculadora abierta!",,Calculadora,Calculadora científica com várias ferramentas adicionais,"Você já pensou quantas vezes você precisa fazer cálculos matemáticos básicos ou mesmo complexos no seu dia à dia? Entre calcular um orçamento, converter medidas de uma receita, ou descobrir os impostos, você provavelmente usa equações mais regularmente do que você pensa. É por isso que este app de calculadora é super útil. Faça operações aritméticas simples rapidamente, ou use a calculadora para fazer um trabalho mais avançado, dependendo de suas necessidades. Enquanto você tiver este aplicativo de calculadora você nunca mais vai ter dificuldades para realizar tarefas matemáticas!",,,,,,
,gcompris,eos-app-gcompris,gcompris,,EduGames,Linux App,Linux,"Games, Education",Yes,,0,x,,,,,,,,,,,EduGames,"Activities for kids like telling time, puzzles, memory games, and more","This app makes learning fun for young children with more than 100 games and activities! Educational topics include reading, geography, and math, and the app also features games like chess and Connect Four, which are great for young brains. Your child will have a wonderful time developing valuable skills that will help him or her throughout life.  ",,EduJuegos,"Actividades, rompecabezas y juegos de memoria para los niños","¡Esta app hace el aprendizaje divertido para los niños pequeños con más de 100 juegos y actividades! Los temas educativos incluyen la lectura, geografía y matemáticas. La app también contiene juegos como ajedrez y Conecta Cuatro, que son excelentes para los cerebros de niños. Tu hijo o hija se divertirá desarrollando habilidades valiosas que le ayudarán por toda su vida.",,Joguinhos,"Atividades para crianças como aprender as horas, quebra-cabeça, jogos de memória e muito mais","Com mais de 100 jogos e atividades este aplicativo torna o aprendizado divertido para qualquer crianças! Temas educativos incluem leitura, geografia e matemática, e o aplicativo também possui jogos como xadrez e conecta-quatro, que são ótimos para cérebros jovens. Seu filho terá uma experiência maravilhosa desenvolvendo habilidades valiosas que vão ajudá-lo ao longo da vida.",,,,,,
,gimp,eos-app-gimp,gimp %U,,GIMP,Linux App,Linux,Photos,Yes but little place to create,,0,x,,,,,,,,,,,GIMP, Image retouching and editing tool,"This application is similar to Adobe Photoshop, and it is free. This tool allows you to edit photos in a variety of ways, creating even more beautiful works of art from your original images. This app can also do things like convert formats of files or serve as a basic paint program. There are so many possibilities for how to create cool images once you get the hang of this helpful editing app!",,GIMP,Edita tus fotos como un profesional ,"Esta app es parecida a Adobe Photoshop pero es gratuita. Esta herramienta te permite modificar fotos en una variedad de formas, creando obras de arte aún más bellas a partir de tus imágenes originales. Esta app también puede hacer cosas como convertir formatos o archivos o servir como un programa básico de pintura. ¡Hay tantas posibilidades para crear imágenes bellas una vez que sepas cómo utilizar esta app!",,GIMP,Ferramenta de edição e retoque de imagens,"Esta é a aplicação gratuita semelhante ao Adobe Photoshop. Esta ferramenta permite que você edite fotos de diversas  maneiras, criando fotos ainda mais bonitas que as originais. Este aplicativo também pode fazer coisas como converter formatos de arquivos ou servir como um programa básico de pintura. Existem muitas possibilidades para criar imagens legais uma vez que você souber utilizar esse aplicativo de edição!",,,,,,
,gnome-genius,eos-app-gnome-genius,gnome-genius,,Math,Linux App,Linux,"Utility, Calculator",Yes,,0,x,,,,,,,,,,,Math, Numerical computing environment and programming language,"This math application offers advanced mathematical computing functions that can be used for far more than just basic calculations. If you’re a math whiz who loves to experiment with this exciting discipline, this is the app for you. And even if you’re not, the app works wonderfully as a high-level calculator. Everything you need to figure out numerical mysteries is right here.",,Matemáticas,Usa esta calculadora para computar funciones difíciles,"Esta app de matemáticas ofrece funciones avanzadas de computación que se pueden utilizar para mucho más que sólo cálculos básicos. Si eres un genio de las matemáticas a quien le gusta experimentar con esta disciplina, te encantará esta app. E incluso, si no lo eres, la app funciona de maravilla como una calculadora de alto nivel. Todo lo que necesites saber sobre los misterios numéricos está aquí.",,Matemática,Ambiente de computação numérica e linguagem de programação,"Esta aplicação matemática oferece funções matemáticas avançadas que podem ser utilizadas para bem mais do que apenas cálculos básicos. Se você é um gênio da matemática que gosta de experimentar com esta disciplina emocionante, este é o aplicativo para você. E mesmo se você não for, o aplicativo funciona maravilhosamente como uma calculadora de alto nível. Tudo o que você precisa descobrir sobre mistérios numéricos esta bem aqui.",,,,,,
,gnome-sudoku,eos-app-gnome-sudoku,gnome-sudoku,,Sudoku,Linux App,Linux,Games,Yes but main screen is cut off,,0,x,,,,,,,,,,,Sudoku,Play one of the most popular puzzle games of all time,"If you’re a fan of puzzles and math games, the Sudoku app is perfect for you. These fun brain teasers require you to input numbers in a grid so that you have unique rows, columns, and grid regions containing all the numbers 1 through 9. It may seem complicated at first, but with this app, you’ll learn how to play and can get the hang of the game in no time. You'll soon have hours of fun solving Sudoku puzzles and exercising your mind!",,Sudoku,Juega uno de las rompecabezas más populares de todo el mundo,"Si eres un fanático de las rompecabezas y los juegos de matemáticas, la app de Sudoku te entretendrá por horas. Estos enigmas divertidos requieren que pongas los números 1 - 9 de cierta manera para resolver la rompecabezas. Puede parecer complicado al principio, pero con esta app, podrás aprender a jugar y te acostumbrarás en poco tiempo. ¡Muy pronto te divertirás resolviendo rompecabezas Sudoku y ejercitando tu mente!",,Sudoku,Joga num dos quebra-cabeças mais populares de sempre,"Se você é um fã de quebra-cabeças e jogos de matemática, o app Sudoku é perfeito para você. Estes divertidos quebra-cabeças exigem que você insira números em uma grade para que você tenha linhas, colunas e regiões de grade exclusivas,  contendo todos os números de 1 a 9. Pode parecer complicado no começo, mas com este app, você vai aprender a jogar e pode pegar o jeito do jogo muito rápido. Em breve você terá horas de diversão ao resolver enigmas do Sudoku e exercitar sua mente!",,,,,,
,goldendict,eos-app-goldendict,goldendict,,Dictionary,Linux App,Linux,Utility,Yes,,0,x,,,,,,,,,,,Dictionary,"Feature-rich dictionary lookup software, with lots of bonus tools","In reading and conversation, words often come up with which you’re not familiar. Rather than pretend you know what they mean, it’s best to have a dictionary app so you can learn new vocabulary and understand what you read and hear. This dictionary app is easy to use and navigate, so you’ll never have trouble finding just the word you’re looking for. ",,Diccionário,Un diccionario con varias funciones para ayudarte a encontrar lo que buscas fácilmente,"En la lectura y en la conversación, a veces vienen palabras desconocidas. En lugar de pretender que sabes lo que quieren decir, lo mejor es tener una app para que puedas aprender nuevo vocabulario y entender lo que lees y escuchas. Esta app de diccionario es fácil de usar y navegar, por lo que nunca vas a tener problemas para encontrar justo la palabra que estás buscando.",,Dicionário,"Software para pesquisa de termos em dicionários, com muitas ferramentas adicionais","Em leitura e conversação, agumas vezes aparecem palavras com as quais você não está familiarizado. Ao invés de fingir que você sabe o que elas querem dizer, é melhor ter um aplicativo de dicionário onde você possa aprender um novo vocabulário e compreender o que lê e ouve. Este app de dicionário é fácil de usar e navegar, então você nunca terá dificuldade em encontrar a palavra que você está procurando.",,"In short description change: ""para ayudarte a fácilmente encontrar"" (placement of adverb). In longer description: ""En vez de fingir"" might be more clear than using the phrase ""En lugar de prentender""  ",,,,
,lbreakout2,eos-app-lbreakout2,lbreakout2,,Breakout,Linux App,Linux,Games,Yes,,0,x,,,,,,,,,,,Breakout,Classic arcade-style game packed with new features,"This classic paddle game is tons of fun! The aim is to destroy bricks with your ball by hitting them with your paddle, which allows you to level up. The original Breakout game came out in 1976, and people have loved this simple yet addictive game ever since. Get your brick-breaking fix with great graphics and animation, intuitive controls, and plenty of levels to beat.",,Breakout,"Este es el juego clásico, repleto de nuevas sorpresas","¡Este juego de raqueta clásico es muy divertido! El objetivo es destruir bloques con la pelota al golpearla con tu raqueta, lo que te permite subir de nivel. El juego original Breakout se publicó en 1976, y a la gente le ha encantado este juego sencillo pero adictivo desde entonces. Consigue tu dosis de rompe-ladrillos con excelentes gráficos y animaciones, controles intuitivos y muchos niveles que superar.",,Breakout,O clássico jogo Arcade repleto de novas funcionalidades,"Este jogo clássico é pura diversão! O objetivo é destruir os tijolos rebatendo a bola com a sua raquete, o que lhe permite subir de nível. O jogo Breakout original foi lançado em 1976 e desde então as pessoas amaram este jogo simples e viciante. Conserte os seus tijolos quebrados com ótimos gráficos e animações, controles intuitivos e muitos  níveis para serem batidos.",,"In longer description replace: ""lo que te permite"" with ""lo cual te permite""",,,,
,libreoffice-calc,eos-app-libreoffice-calc,libreoffice --calc %U,,Spreadsheet,Linux App,Linux,Office,Yes,,0,x,,,,,,,,,,,Spreadsheet,Spreadsheet program with a comprehensive range of advanced functions,"Whatever you need to keep track of, the spreadsheet app can help you do it. This advanced yet easy-to-use spreadsheet has something for everyone: a simple layout that’s easy to understand, plus the ability to do complex calculations. Spreadsheets are used in many careers throughout the world, so getting the hang of this app can also help you gain valuable skills for the job market.",,Hoja de Cálculo,Esta hoja de cálculo tiene funciones avanzadas para ayudarte a lograr lo que necesites,"Esta hoja de cálculo es avanzada tiene algo para todos: un diseño simple que es fácil de entender y la posibilidad de hacer cálculos complejos. Las hojas de cálculo se utilizan en muchas profesiones en todo el mundo, así que acostumbrarte a usar esta app podría ayudarte a obtener valiosas habilidades para algún trabajo futuro.  ",,Planilha,Programa de planilhas com diversas funções avançadas,"Toda informação que você precise controlar e acompanhar este aplicativo de planilha pode ajudá-lo a fazer. Esta planilha avançada, e fácil de usar, serve para todos por ter visual simples, ser fácil de entender, além de ter a capacidade de fazer cálculos complexos. Planilhas são usadas ​​em muitas trabalhos em todo o mundo,. Dessa forma, aprender esse aplicativo também pode ajudar você a ganhar habilidades valiosas para o mercado de trabalho.",,"Hoja de Cálculo: Typo in the first sentence- ""es avanzada y tiene algo""",,,,
,libreoffice-impress,eos-app-libreoffice-impress,libreoffice --impress %U,,Presentation,Linux App,Linux,Office,Yes,,0,x,,,,,,,,,,,Presentation,"Presentation builder enhanced with templates, art, special effects, and high-impact drawing tools","Create clean, attractive, and professional presentations with this presentation app. This app features the ability to use text, drawing tools, transitions, 2-D and 3-D art, and even animations to get your point across in a beautiful and compelling way. And best of all, this app is easy to understand and use, with simplified steps for creating exactly what you need.",,Presentaciones,"Encuentra plantillas, efectos especiales, animaciones y imágenes que transformarán tus presentaciones ","Crea presentaciones limpias, atractivas y profesionales con esta app de presentación. Esta app cuenta con la posibilidad de utilizar texto, herramientas de dibujo, transiciones, arte en 2-D y 3-D e incluso animaciones, para expresarte como quieras. Y lo mejor es que esta app es fácil de entender, con pasos simplificados para crear exactamente lo que necesitas.",,Apresentação,"Faz apresentações com modelos pré-definidos, arte, efeitos especiais e ferramentas de desenho especializadas","Crie apresentações limpas, atraentes e profissionais com este aplicativo de apresentação. Este aplicativo oferece ferramentas de texto, ferramentas de desenho, transições, arte 2-D e 3-D, e até mesmo animações para que você mostre o seu ponto de vista de uma maneira bonita e atraente. E o melhor de tudo, este aplicativo é fácil de entender e usar, com passos simplificados para você criar exatamente o que você precisa.",,,,,,
,libreoffice-writer,eos-app-libreoffice-writer,libreoffice --writer %U,,Writer,Linux App,Linux,Office,Yes,,0,x,,,,,,,,,,,Writer,Full-featured word processing and desktop publishing tool,"This app gives you all the features of the best word processing applications and is compatible with Microsoft Office. Create and edit documents easily, create short notes and longer pieces of writing with annotations and diagrams. It’s all possible with this app. Your documents will look professional enough to present to employers, teachers, or other important people. Use this app to compose your next masterpiece or to take great notes; either way, you’ll have simple yet powerful tools available.",,Escritor,"Parecido a y compatible con Microsoft Word, pero gratis","Esta app te ofrece todas las funciones de las mejores apps de procesador de textos y es compatible con Microsoft Office. Crea y edita documentos con facilidad, crea notas cortas o ensayos largos con anotaciones y diagramas. Todo es posible con esta app. Tus documentos quedarán tan profesionales como para presentar a los empleadores, maestros u otras personas importantes. Utiliza esta app para escribir tu próxima obra maestra o para tomar notas excelentes. De cualquier manera, tendrás herramienta sencilla y poderosa disponible.",,Redator,Ferramenta de processamento de texto e editorial,"Este app oferece todas as características dos melhores aplicativos de processamento de texto e ainda é compatível com o Microsoft Office. Criar e editar documentos com facilidade, criar notas curtas ou longas com anotações e diagramas. Tudo isso é possível com este aplicativo. Seus documentos vão ficar profissionais o suficiente para você apresentar ao seu chefe, professor ou outras pessoas importantes. Use este aplicativo para compor sua próxima obra-prima ou para tirar ótimas notas; de qualquer forma, você terá ferramentas simples, porém poderosas disponíveis.",,,,,,
,eos-file-manager,eos-app-eos-file-manager,eos-file-manager %U,,Documents,Linux App,Linux,"FileManager, Core, GTK",Yes,,0,x,,,,,,,,,,,Documents,File manager,No description necessary -- this is not available via the app store,,Documentos,Administrador de archivos,N/A,,Documentos,Gerenciador de Arquivos,Não é necessária uma descrição - não está disponível na Central de Aplicativos,,,,,,
,numptyphysics,eos-app-numptyphysics,numptyphysics,,Physics,Linux App,Linux,"Games, Education",Yes,,0,x,,,,,,,,,,,Physics,Play games where physics is used to solve puzzles,"Who knew the laws of physics could be so much fun? With this app, you can solve puzzles by drawing objects like pulleys, levers, and ramps. If your creations turn out right, you’ll accomplish that level’s task and move to the next level. This challenging game will also teach you some basic physics, but you’ll be having so much fun that you’ll hardly know you’re learning.",,Física,Aprende acerca de la física y usa tu aprendizaje para resolver rompecabezas divertidas,"¿Quién diría que las leyes de la física podrían ser tan divertidas? Con esta app, puedes resolver rompecabezas dibujando objetos como poleas, palancas y rampas. Si tus creaciones salen bien, cumplirás con la tarea de ese nivel y pasarás al nivel siguiente. Este juego te enseñará algo de física básica, pero te divertirás tanto que apenas notarás que estás aprendiendo.",,Fisicando,Jogos nos quais a física é necessária para resolver quebra-cabeças,"Quem diria que as leis da física poderiam ser tão divertidas? Com este aplicativo você pode resolver quebra-cabeças ao desenhando objetos como alavancas e rampas. Se suas criações derem certo você realizará a tarefa do nível em que você estiver e avançar para o próximo nível. Este jogo desafiador também vai te ensinar um pouco de física básica, mas você vai estar se divertindo tanto que dificilmente você vai saber que você já está aprendendo.",,,,,,
,openarena,eos-app-openarena,resfix openarena +r_fullscreen 1,openarena,Open Arena,Linux App,Linux,Games,,,0,x,,,,,,,,,,,Open Arena,First-person shooter game based on the Quake III Arena-style deathmatch,"If arena battles are your idea of a good time, then you’ll love this application. Be warned – this is a game of serious skill, and serious bloodshed. Use different styles of weapons in contests like Capture the Flag, Deathmatch, Team Deathmatch, Last Man Standing, and Tournament. Each of these modes offers its own form of excitement as you battle your enemies!",,Arena Abierta,Un juego de ación basado en el Quake III al estilo arena deathmatch,"Si los campos de batalla son tu idea de diversión, entonces te encantará esta app. Ten en cuenta - esto es un juego de habilidad en serio y tiene derramamiento de sangre grave. Utiliza diferentes estilos de armas en concursos como Capturar la Bandera, Deathmatch, Team Deathmatch, Último Hombre y Torneo. ¡Cada uno de estos modos ofrece su propia forma de diversión mientras te enfrentas a tus enemigos!",,Open Arena,Jogo de tiros em primeira pessoa baseado no jogo Quake III Arena,"Se você considera os jogos de batalhas um bom passa tempo, então você vai adorar este app. Já estamos avisando: este é um jogo de muita habilidade, e derramamento de sangue. Use diferentes estilos de armas em batalhas como: Capture the Flag,  Deathmatch, Team Deathmatch, Last Man Standing, e Tournament. Cada um destes modos oferece a sua própria forma de emoção enquanto você luta contra seus inimigos!",,"Typo on word ""acción""",,,,
,pingus,eos-app-pingus,"sh -c ""pingus -f -R `xdpyinfo | grep dimensions | awk '{print $2}'`""",pingus,Pingus,Linux App,Linux,Games,Yes,,0,x,,,,,,,,,,,Pingus,Fun multi-level game featuring penguins,"Penguins are among the cutest animals, so who wouldn’t want to play a fun game protecting these beloved creatures from falling off cliffs and into freezing waters? With lots of levels and adorable characters, this is sure to become your new favorite game. Watch your penguins use the tools you give them in order to avoid an untimely end.",,Pingus,Salva a tus amigos pingüinos para que no se caigan al agua helado,"Los pingüinos están entre los animales más lindos, así que ¿quién no quisiera jugar un juego divertido que protege a estas criaturas para que no se caigan a las aguas heladas? Con una gran cantidad de niveles y personajes adorables, este juego seguramente se convertirá en tu nuevo juego favorito. Observa a tus pingüinos utilizar las herramientas que les das para evitar un final prematuro.",,Pingus,Jogo divertido em vários níveis protagonizado por pinguins,"Os pinguins são uma fofura, quem não iria querer participar de um jogo divertido onde você deve protegê-los para que não caiam de penhascos em águas congelantes? Com inúmeros níveis e personagens adoráveis, este com certeza se tornará o seu jogo favorito. Observe os pinguins usarem as ferramentas que você deu à eles para evitar um final inesperado.",,"Typo on ""helada"" should be ""agua helada""",,,,
,rhythmbox,eos-app-rhythmbox,rhythmbox %U,,Music,Linux App,Linux,Audio,Yes,,1,x,,,,,,,,,,,Music,Audio player and radio that plays and helps organize digital music,"In addition to listening to your favorite music, this app lets you search through your library, create playlists, play and burn CDs, shows you album art and even songs' lyrics. This app also supports Internet radio streaming and audio visualizations. Enjoy all your favorite songs, stored and sorted in one convenient app.",,Música,Reproductor de audio que te ayudará a organizar tu música digital,"Además de dejarte escuchar tu música favorita, esta app te permite buscar en tu biblioteca, crear listas de reproducción, y reproducir y grabar CDs. Muestra la carátula del álbum e incluso las letras de todas tus canciones favoritas. Esta app también soporta transferencia continua de radio por Internet y visualizaciones de audio. Disfruta de tus canciones favoritas que estarán almacenadas y clasificadas en esta app.",,Música,Reprodutor de áudio e rádio que reproduz e ajuda a organizar música digital,"Além de ouvir suas músicas preferidas, este app permite que você pesquise em sua biblioteca, crie listas de reprodução, reproduza e grave CDs, e exiba as capas dos álbuns e as letras das músicas. Este app também é compatível com transmissão de rádio pela internet e visualizações de áudio. Curta suas músicas favoritas, guardadas e organizadas neste app super prático.",,"In the longer description the oxford comma is still used. Should be: ""crear listas de reproducción y reproducir y grabar...""",,,,
