,,,,,,,,,,,,Personalities,,,,,,,,,-------->,,GLOBAL,,,,SPANISH,,,,PORTUGUESE,,,,,,,,
,shotwell,eos-app-shotwell,shotwell %U,,Photos,Linux App,Linux,Photos,Yes,,0,x,,,,,,,,,,,Photos,"Makes it easy to edit, organize, and share photos.","We all love to take pictures in our everyday lives – and we especially love downloading them to our computers so we can edit and share them via social media. This app lets you import photos from a digital camera or phone seamlessly. You can then arrange them into albums, edit them for maximum beauty and effect, and of course, display them on your favorite social networks, like Facebook. This photo app also allows you to create albums that you share on the web, if you’d rather share that way. Whatever you choose, your friends can see all the photos you want them to!",,Fotos,"Importa, edita, organiza y comparte tus fotografías","A todos nos gusta tomar fotos de nuestra vida cotidiana - y sobre todo nos encanta descargarlas en nuestras computadoras para poderlas modificar y compartir a través de los medios sociales. Esta app te permite importar fotos desde una cámara digital o un teléfono sin problemas. Luego, puedes organizarlas en álbumes, modificarlas para hacerlas más bellas, darles los efectos que quieras, y por supuesto, mostrarlas en tus redes sociales favoritas, como Facebook. Esta app de fotos también permite crear álbumes para compartir en la Internet, si prefieres hacerlo de esa manera. Elijas lo que elijas, ¡tus amigos podrán ver todas las fotos que quieras!",,Fotos,"Facilita a edição, organização e compartilhamento de fotos.","Todos nós adoramos tirar fotos em nossa vida diária - especialmente baixá-las para os nossos computadores para editar e compartilhar em mídias sociais. Este app permite importar fotos de uma câmera digital ou telefone perfeitamente. Você pode organizá-las em álbuns, editá-las para obter o máximo de beleza e efeito e, claro, exibi-las em suas redes sociais preferidas, como o Facebook. Este app de foto também permite que você crie álbuns para compartilhar na internet, se você preferir assim. O que quer que seja, seus amigos podem ver todas as fotos que você quiser mostrar!",,"In the longer description the oxford comma is still used. Should be: ""...darles los efectos que quieras y por supuesto...""",,,,
,skype,eos-app-skype,skype %U,,Skype,Linux App,Linux,Network,,,0,x,,,,,,,,,,,Skype,Make internet calls for free and cheap online calls to phones and mobiles,"Skype makes staying in touch incredibly easy and fun! If you have a webcam and a microphone, you can easily make video calls and voice calls to anyone in the world who also has Skype. This app’s features are simple to use and you can stay in touch with people anywhere in world!",,Skype,Haz llamadas gratuitas por internet y llamadas baratas a teléfonos fijos y móviles,"¡Skype te ayuda a mantenerte en contacto con quien quieras! Si tienes una cámara web y un micrófono, puedes hacer llamadas de  video o de voz a cualquiera otra persona en el mundo que tenga Skype, por gratis. Ahora podrás mantenerte en buen contacto con todos tus seres queridos, o hasta hacer nuevos amigos en otros locales, con solo el uso de la Internet, Skype, y un micrófono! ",,Skype,Faça chamadas gratuitas pela internet e ligações baratas para telefones e celulares.,"Skype faz você ficar em contato facilmente e de forma divertida! Se você tiver uma webcam e um microfone, você pode facilmente fazer chamadas de vídeo e chamadas de voz para qualquer pessoa no mundo que também tem Skype. As ferramentas deste aplicativo são simples de usar e você pode ficar em contato com pessoas em qualquer lugar no mundo!",,,,,,
,sol,eos-app-sol,sol --variation=freecell,,Freecell,Linux App,Linux,Games,Yes but freezes (need resolution of 1920x1080) ,,0,x,,,,,,,,,,,Freecell,Solitare based single player card game,"This application lets you play a new type of solitaire that will keep you busy for hours! Freecell Solitaire is a little different from the traditional Klondike Solitaire, but the rules are easy to get the hang of. Like Klondike Solitaire, the general idea is to put cards of the same suit down in numerical order, but it’s a little more complicated than that. This card game challenges the mind and provides plenty of entertainment for you to enjoy.",,Freecell,Una variación del juego de cartas clásico,"¡Esta app te permite jugar un nuevo tipo de Solitario que te mantendrá ocupado durante horas! Freecell Solitaire es un poco diferente al tradicional, o Klondike Solitaire, pero las reglas son fáciles de comprender. Como Klondike Solitaire, la idea general es poner cartas del mismo palo en orden numérico, pero es un poco más complicado que eso. Este juego de cartas te desafía la mente mientras te divierte.",,Paciência Freecell,"Jogo de cartas de um jogador, estilo Paciência","Este aplicativo permite que você jogue um novo tipo de paciência que irá mantê-lo ocupado por horas! Freecell Paciência é um pouco diferente da Paciência tradicional, mas as regras são fáceis de entender. Como a Paciência tradicional, a ideia geral é colocar cartas do mesmo naipe para baixo, em ordem numérica, mas é um pouco mais complicado do que isso. Este jogo de cartas desafia a mente e proporciona muita diversão para você aproveitar.",,"Last sentence is missing the word ""que"" in ""mientras que te divierte""",,,,
,solitaire,eos-app-solitaire,sol --class=solitaire --variation=klondike,,Solitaire,Linux App,Linux,Games,Yes but freezes (need resolution of 1920x1080) ,,0,x,,,,,,,,,,,Solitaire,The classic single player card game,"Solitaire is a classic card game that is fun for people of all ages. It’s easy to figure out the rules, but it takes time to master the game.  Luckily, you’ll want to put in the time to really learn how to play, because you’ll be having so much fun. This engrossing and mind-enriching game is sure to entertain you, hour after hour.",,Solitaire,El juego de cartas clásico que todos aman,"Solitaire es un juego clásico de cartas para todas las edades. Las reglas son fáciles, pero se necesita tiempo para dominar el juego. ¡Querrás dedicar tiempo para realmente aprender cómo jugar, porque te estarás divirtiendo mucho! Este juego fascinante te dará mucho entretenimiento, hora tras hora.",,Paciência,O clássico jogo de cartas para um jogador,"Paciência é um jogo clássico de cartas que é divertido para pessoas de todas as idades. É fácil aprender as regras, mas leva um tempo para dominar o jogo. Com sorte você irá dedicar um tempo para realmente aprender a jogar porque vai ser muito divertido. Este jogo cativante e estimulante com certeza irá entreter você, hora após hora.",,,,,,
,stellarium,eos-app-stellarium,stellarium-wrapper,stellarium,Stellarium,Linux App,Linux,"Education, Science",,,3,x,,,,,,,,,,,Stellarium,Planetarium software that shows what you see when you look at the stars,"Discover the night sky with this application. With a catalogue of more than 600,000 stars, constellations from more than a dozen cultures, and many more features, this application lets you see and get to know the stars right from your desktop. This application shows you a night sky that is so realistic, it matches the one you see above you. Set your location coordinates and learn about the stars above you!",,Stellarium,Conoce a tu cielo con esta app que te mostrará las estrellas y constelaciones,"Descubre el cielo nocturno con esta app. Tiene un catálogo de más de 600,000 estrellas, constelaciones de más de una docena de culturas y muchas más funciones. ¡Esta app te permitirá ver y conocer a las estrellas directamente desde tu computadora! Te mostrará un cielo nocturno tan realístico, que coincidirá con el cielo que puedas ver arriba, allí a tu afuera. ¡Establece tus coordenadas de ubicación y conoce las estrellas que tienes arriba!",,Constelação,Software planetário que mostra o que você vê ao olhar para as estrelas,"Descubra o céu noturno com este aplicativo. Com um catálogo de mais de 600 mil estrelas, constelações de mais de uma dúzia de culturas e muitos outros recursos, este aplicativo permite ver e conhecer as estrelas bem aí na sua área de trabalho. Ele mostra o céu noturno tão real quanto o que você vê quando olha para cima. Defina as coordenadas de sua localização e saiba mais sobre as estrelas!",,"Use the verb ""podrás ver arriba"" instead of ""pueda"" to keep consistent with the verb tense already used: ""mostrará""",,,,
,totem,eos-app-totem,"sh -c ""totem --pause `xdg-user-dir VIDEOS`""",totem,Videos,Linux App,Linux,Video,Yes,,0,x,,,,,,,,,,,Videos,Full function video and media player,"Do you love watching movies? Do it the right way with this video application that allows you to watch movies you have downloaded in full-screen mode. Other basics, like volume control and playlists, make your video-watching experience easy and fun. With this application you'll want to invite all of your family and friends to join you in watching all of your favorite movies!",,Videos,Todas las funciones que necesitas para ver tus videos y multimedia,"¿Te gusta ver películas? Usa esta app para verlas en pantalla completa. Podrás descargar tus películas favoritas por la Internet y verlas en tu computadora. Algunas apps para ver películas son demasiado complejas. Esta app es simple, y tiene todos las funciones básicas que necesitarás para que tu experiencia al ver tus videos sea fácil y divertida. ¡Con esta app querrás invitar a toda tu familia y amigos a ver todas tus películas favoritas!",,Videos,Leitor de vídeo e outros formatos de mídia.,"Você gosta de assistir filmes? Faça isso do jeito certo com este aplicativo de vídeo que permite assistir a filmes baixados em modo de tela cheia. Outros recursos básicos, como controle de volume e listas de reprodução tornam a sua experiência de assistir a vídeos fácil e divertida. Com este aplicativo você vai querer convidar toda a sua família e amigos para assistir aos seus filmes preferidos!",,"In the longer description it sounds a little better to say, ""Invitar a toda tu familia y a todos tus amigos""",,,,
,tuxmath,eos-app-tuxmath,tuxmath,,Tux Math,Linux App,Linux,"Games, Education",Yes,,0,x,,,,,,,,,,,Tux Math,Arcade-style game that helps kids practice their math facts,"Starring kids’ favorite buddy, Tux the Penguin, this fun math game application leads kids through math facts in a way that’s fun and engaging. You want your children’s math skills to improve, and they want to play games – so encouraging them to play brings together the best of both worlds and will help your child learn to love math! ",,123 Tux,Estos juegos divertidos ayudan a los niños aprender y practicar las matemáticas,"Niños podrán seguir a Tux el Pingüino por estos juegos que hacen aprender matemáticas algo divertido, en lugar de algo fastidioso. Hay varios juegos que podrán enseñar y mejorar las habilidades de tus hijos ¡así que anímalos a jugar! ¡Ellos se divertirán mucho haciéndolo!",,123 Tux,Jogo de estilo Arcade que ajuda as crianças a estudarem matemática,"Apresentado pelo amiguinho favorito das crianças, Tux o Pinguim, este aplicativo de jogo de matemática conduz as crianças pelos conceitos da matemática de forma divertida e envolvente. Você quer que seus filhos sejam bons em matemática e que brinquem com jogos - portanto encorajá-los a jogar é unir o melhor dos dois mundos e isso irá fazer com que eles aprendam a gostar de matemática!",,,,,,
,tuxtype,eos-app-tuxtype,eos-exec-localized 'tuxtype -t' pt:'tuxtype -t brazilian-portuguese' es:'tuxtype -t espanol',tuxtype,Tux Typing,Linux App,Linux,Games,Yes,,0,x,,,,,,,,,,,Tux Typing,Educational typing tutor for kids,"This fun application is a great way for kids, and even adults, to learn how to type! Learn the basics, or improve your skills by playing games that teach you how to use a keyboard without even looking at it. Children today are growing up surrounded by computers and mobile devices, and learning how to use these technologies well will only grow more important in the future. Start them off with a great foundation by downloading this app and encouraging them to play!",,Tux Typing,Ahora niños se divertirán aprendiendo a teclear,"Esta aplicación divertida les ayuda a niños aprender a escribir a máquina, e incluso puede ayudar hasta adultos hacer lo mismo. Aprende los conceptos básicos, o mejora tus habilidades, por medio de juegos que te enseñan a usar un teclado sin siquiera mirarlo. Los niños de hoy están creciendo rodeados de computadoras y otros electrónicos, entonces aprender a utilizar estas tecnologías correctamente será aún más importante en el futuro. ¡Comienza por darles los fundamentos al descargar esta app y animándolos a jugar!",,Tecla Tux,Ferramenta para crianças aprenderem a digitar,"Este aplicativo divertido é um ótimo meio para crianças e adultos aprenderem a digitar! Aprenda o básico ou aprimore suas habilidades com jogos que o ensinam como usar um teclado sem nem precisar olhar para ele. As crianças de hoje estão crescendo rodeadas de computadores e dispositivos móveis, e aprender como usar essas tecnologias adequadamente é muito importante para o seu futuro. Ajude-os a começar da forma correta, baixando este app e incentivando-os a jogar!",,,,,,
,frozen-bubble,eos-app-frozen-bubble,frozen-bubble,,Frozen Bubble,Linux App,Linux,Games,Yes,,0,x,,,,,,,,,,,Frozen Bubble,The most addictive computer game you'll ever play,Play by yourself or challenge your friends to an exciting game of frozen bubbles! Match the colored bubbles in order to knock them down and get them out of the way before they stack up too high and crash into you. You need to have a good strategy and develop a quick trigger finger in order to win!,,Burbujitas,El juego más adictivo que jamás jugarás,"¡Juega solo o desafía a tus amigos a un juego emocionante de burbujitas! Une las burbujas del mismo color para derribarlas y sacarlas del camino antes de que se apilen demasiado alto y te caigan encima. ¡Necesitas una estrategia buena, tanto como desarrollar un dedo rápido, para ganar!",,Bolhinhas,O jogo de computador mais viciante de todos,Jogue sozinho ou desafie seus amigos em um jogo emocionante de bolhas congeladas! Combine as bolhas coloridas para derrubá-las e tirá-las do caminho antes que fiquem empilhadas até o alto e estourem em você. Você precisa de uma boa estratégia e dedos rápidos para conseguir vencer!,,,,,,
,inkscape,eos-app-inkscape,inkscape %F,,Inkscape,Linux App,Linux,Games,Yes,,0,x,,,,,,,,,,,Inkscape,"Vector graphics editor with transparency, gradients, node editing, pattern fills, PNG, and more","This application is for intermediate and advanced graphic designers who need to create and edit their graphics and images. This app gives you advanced features and is comparable to Adobe InDesign. For example, it allows you to create SVGs (Scalable Vector Graphics), which allow your graphics to remain high quality no matter what size they are. Create beautiful ads, brochures, presentations and artwork with this great free graphics app!",,Inkscape,Un editor de gráficos con funciones avanzadas para diseñadores intermedios y avanzados ,"Esta app es para diseñadores gráficos intermedios y avanzados que necesitan crear y editar gráficos e imágenes. Esta app te brinda funciones avanzadas y es comparable a Adobe InDesign. Por ejemplo, te permite crear imágenes en SVG (Scalable Vector Graphics), que permiten que los gráficos conserven su alta calidad, no importa qué tamaño sean. ¡Crea bellos anuncios, folletos, presentaciones y obras de arte con esta app gratuita y excelente de gráficos!",,Inkscape,"Edição de gráficos vetorizados com transparências, gradientes, edição de nódulos, padrões de preenchimento, PNG e muito mais","Este aplicativo é para designers gráficos intermediários e avançados que precisam criar e editar gráficos e imagens. Este app oferece recursos avançados e é comparável ao InDesign da Adobe. Por exemplo, você pode criar SVGs (Scalable Vector Graphics), que permite que os gráficos permaneçam com alta qualidade independente do tamanho. Crie belos anúncios, brochuras, apresentações e trabalhos de arte com este ótimo app de gráficos gratuito!",,,,,,
NA,scorched3d,eos-app-scorched3d,scorched3d,,Scorched 3D,Linux App,Linux,Games,,,0,x,,,,,,,,,,,Scorched 3D,Turn-based artillery game,"Do you love games with jets, naval vessels, and all sorts of weapons? If so, then you will love Scorched3D. This game comes with many different lands for you to visit and engage in battles. You will need to develop a good strategy in order to outsmart your opponents and make sure that you end up victorious. You can play by yourself, with friends, or battle other community members online. Hold onto your hats, because this game is sure to shake things up!",,Scorched3D,Un juego de artillería que puedes jugar con otros,"¿Te gustan los juegos de aviones, de guerra, y todo tipo de armas? Si es así, entonces te encantará Scorched3D. Este juego viene con muchos países que puedes visitar y proteger o invadir. Tendrás que tener una estrategia buena y ser astuto para que tus enemigos no ganen y para asegurarte de que terminarás victorioso. Puedes jugar solo, con amigos, o puedes jugar contra otros miembros de la comunidad en línea. ",,Scorched 3D,Jogo de artilharia,"Você gosta de jogos com aviões a jatos, navios de guerra e inúmeras armas? Então o Scorched 3D é para você. Neste jogo você poderá visitar diversos terrenos nos quais irá entrar em batalhas. Você precisa criar uma boa estratégia para vencer o seu adversário. Podes jogar sozinho, com os teus amigos, ou em modo de batalha com outros membros da comunidade online. Este jogo vai fazer você se sacudir!",,,,,,
,freecol,eos-app-freecol,freecol,,FreeCol,Linux App,Linux,Games,,,0,x,,,,,,,,,,,FreeCol,Create your own country and leave mark in the world,"Have you ever wanted to start your own country? Well, now you can. Go back into an alternative universe where America has still not been colonized and create towns, cities, and states that will support your ultimate plan. Will you try to dominate the world, or will you promote international peace and prosperity? You decide. ",,FreeCol,Crea tu propio país y deja tu huella en el mundo,"¿Alguna vez has querido crear tu propio país? Bueno, ahora mismo lo puedes crear. Este juego te mete a un universo alternativo en donde las Américas aún no han sido colonizadas. Puedes crear todos los pueblos, ciudades y estados que tu quieras. Tendrás demasiado poder, ¿entonces que harás? ¿Intentarás dominar el mundo, o promoverás la paz y la prosperidad internacional? Tú decides.",,FreeCol,Crie o seu próprio país e deixe sua marca no mundo,"Alguma vez você já quis começar seu próprio país? Bem, agora você pode. Volte para um universo alternativo onde a América ainda não havia sido colonizada e crie vilas, cidades e estados que irão apoiar todos os seus planos. Você vai tentar dominar o mundo ou você irá promover a paz mundial e a prosperidade? Você decide!",,,,,,
NA,gedit,eos-app-gedit,gedit %U,,Gedit,Linux App,GNOME,Utility,,,0,x,,,,,,,,,,,Gedit,A simple text editor for all of your text editing needs,"Use this simple app to create and edit files that require plain text inputs. If you are a programmer or an aspiring programmer, you will need this app. With robust functionality and an easy-to-use interface, this text editor should be perfect for all of your text editing needs. ",,Gedit,Un editor de texto simple para todas tus necesidades de edición de texto,"Utiliza esta app para crear o editar archivos que requieren texto sin formato. Si eres un programador de computadoras actual o aspirante, esta app te será esencial. Con mucha funcionalidad y una interfaz que es fácil de usar, este editor de texto será perfecto para todas sus necesidades de edición de texto.",,Gedit,Um simples editor de texto para todas as suas necessidades,"Use esse aplicativo bem simples para criar e editar textos sem formatação. Se você é programador, ou está aprendendo a programar, você vai precisar desse aplicativo. Com uma interface fácil de usar, este editor de texto é perfeito para produzir todos os textos que você precisar criar.",,,,,,
,gnote,eos-app-gnote,gnote %u,,Notes,,,,,,0,x,,,,,,,,,,,Notes,Jot down your notes and easily access them from your desktop,"Do you find yourself writing down lots of notes on pieces of paper that later get lost or torn? Or, are there so many notes on your desk that you're running out of space? No matter what kind of notes you need to take, this note app can help you keep them all in one place. This app also has the ability to link notes together so that you can easily access all related notes and stay even more organized! ",,Notas,Anota tus pensamientos y mantén tus notas organizadas fácilmente en tu escritorio,"¿Te encuentras escribiendo un montón de notas en pedazos de papel que luego se pierden o se rompen? O bien, ¿hay tantas notas en tu escritorio que te estás quedando sin espacio? No importa qué tipo de notas necesites tomar, esta app te puede ayudar a mantener todo en un solo lugar. Esta app también tiene la capacidad de enlazar tus notas juntas para que puedas acceder notas relacionadas rápidamente. ¡Así que te harás mucho más organizado de lo que ya eres!",,Anotações,Faça suas anotações e as encontre facilmente na sua área de trabalho,"Você costuma fazer anotações em vários pedaços de papel que depois se perdem ou rasgam? Ou, você tem tantas anotações em cima da sua mesa que você já está ficando sem espaço? Não importa que tipo de anotações você precisa fazer, este aplicativo de anotações pode te ajudar a manter todas elas em um só lugar. Ele também tem a capacidade de juntar as anotações que combinam para que você possa acessar facilmente todos os assuntos por categoria e ficar ainda mais organizado!",,"Other phrases avoid gendered language. Here the word ""organizado"" makes it out as addressing a male. Possibly change it to ""Así que te organizarás más de lo que ya estás"" instead of ""Así que te harás much más organizado de lo que ya eres""",,,,
,billard-gl,eos-app-billard-gl,billard-gl,,Billiards,Linux App,Linux,Games,,,0,x,,,,,,,,,,,Billiards,Fun 3D billiards game,"Do you love playing billiards, or have you ever wanted to learn how to play? This game lets you have the experience of playing pool and other similar games right from your home. It’s simple to learn and use, yet highly realistic. Play carom, eightball or nineball games, or just practice for real-life billiards games against your friends. This app is a great tool for both playing for fun and improving your game.",,Billar,Practica tus habilidades con este juego de billar en 3D,"¿Te gusta jugar al billar, o tal vez has querido aprender como jugarlo? Con esta app puedes jugar al billar y a otros juegos parecidos desde tu casa por completamente gratis. Esta app es muy realista y sencilla para aprender a jugar, para practicar estrategias o simplemente para divertirte por un rato.",,Sinuca,Divertido jogo de sinuca em 3D,"Você gosta de jogar sinuca, ou você sempre quis aprender a jogar? Este jogo permite que você tenha a experiência de jogar sinuca e outros jogos similares direto da sua casa. É simples de aprender e usar, mas altamente realista. Jogar 8bolas ou 9bolas, ou apenas praticar o jogos de sinuca reais contra seus amigos. Este aplicativo é uma grande ferramenta para jogar e para se divertir e melhorar o seu jogo.",,"Longer, more detailed description is still in English.",,,,
,blockout2,eos-app-blockout2,blockout2,,BlockOut 2,Linux App,Linux,Games,,,0,x,,,,,,,,,,,BlockOut 2,3D Tetris-style game,"Do you love puzzle games? Then you’ll love BlockOut 2. This 3-D Tetris game is fast-paced and a lot of fun! Figure out how to stack different-shaped blocks together and create whole layers of blocks to get points, all before the blocks stack up too high and you lose! It’s great for the brain, and tons of fun.",,BlockOut 2,"¡Este es el juego clásico de Tetris que amas, pero en 3D!","¿Te gustan los rompecabezas? Pues, te encantará BlockOut 2. ¡3D Tetris es de ritmo rápido y es muy divertido! Encuentra la mejor forma de juntar diferentes bloques para crear capas enteras de bloques y ganar puntos - ¡todo antes de que los bloques se amontonen demasiado y pierdas! Es un juego divertidísimo que hasta te ayudará a mantener tu cerebro ágil.",,BlockOut 2,Tetris 3D,"Você gosta de jogos de quebra-cabeça? Então você vai adorar BlockOut 2. Este jogo 3D Tetris é rápido e muito divertido! Descubra como empilhar blocos diferentes juntos e criar camadas inteiras de blocos para obter pontos, tudo antes dos blocos empilharem muito alto e você perder! É muito bom para o cérebro além de ser muito divertido.",,"Longer, more detailed description is still in English.",,,,
,chromium-browser,eos-app-chromium-browser,chromium-browser %U,,Internet,Linux App,Linux,Internet,,,0,x,,,,,,,,,,,Internet,Browse the Web,No description necessary -- this is not available via the app store,,Internet,Explora la Internet,N/A,,Internet,Navegue na internet,Não é necessária uma descrição - não está disponível na Central de Aplicativos,,,,,,
,chromium-bsu,eos-app-chromium-bsu,resfix chromium-bsu --fullscreen,chromium-bsu,Chromium BSU,Linux App,Linux,Games,,,0,x,,,,,,,,,,,Chromium BSU,"A fast paced, arcade-style, top-scrolling space shooter ","Imagine this: You’re the captain of Chromium B.S.U., a vital cargo ship that must get supplies to the frontline of a great war in space. With the help of your robotic fighting fleet, you just might make it. This thrilling, arcade-style game is sure to get your blood pumping. With a variety of objectives to achieve and the tools to do it, you’re on your way to a galaxy of fun!",,Chromium BSU,¡Reacciona rápidamente para ganar!,"Imagina esto: Eres el capitán de Chromium BSU, un carguero que debe llevar provisiones a la vanguardia de una gran guerra en el espacio. Con la ayuda de robots, tendrás la oportunidad de lograr tu misión. Este juego emocionante de estilo arcade tendrá tu corazón latiendo muy rápidamente. ¡Con una variedad de objetivos y herramientas para lograrlo todo, estás en camino a gran diversión!",,Chromium BSU,"Um jogo de tiros no espaço em alta velocidade, com perspectiva superior","Imagine isto: você é o capitão do Chromium BSU, um navio de carga vital que deve obter suprimentos para a linha de frente de uma grande guerra no espaço. Tudo isso com a ajuda de sua frota de combate robótico. Este emocionante jogo no estilo arcade com certeza tornará sua vida emocionante. Com uma variedade de objetivos para se atingir e as ferramentas para fazê-lo, você estará no caminho para uma galáxia de diversão!",,"Longer, more detailed description is still in English.",,,,
,kobodeluxe,eos-app-kobodeluxe,"resfix ""kobodl -fullscreen""",kobodl,Kobo Deluxe,Linux App,Linux,Games,,,0,x,,,,,,,,,,,Kobo Deluxe,Destroy enemy bases in space,"Fans of arcade-style games will love the Kobo Deluxe app. This third-person shooter allows you to protect yourself from and destroy enemy ships as they pursue you, shooting and launching themselves at you. All this takes place in an exciting outer-space environment, with fun graphics and invigorating tactical challenges. Move up through the 50 levels and come out a champion. ",,Kobo Deluxe,Destruye las bases enemigas en el espacio,"Si te gustan las máquinas de sala de videojuegos, te encantará Kobo Deluxe. Este juego emocionante te llevará por aventuras donde necesitarás navegar por lugares llenos de enemigos y protegerte de los que te persiguen. Estarás en el espacio - un ambiente completamente extranjero. Si eres exitoso y logras navegar por los 50 niveles, serás el campeón y ganarás el juego.",,Kobo Deluxe,Destrua as bases inimigas no espaço,"Os fãs de jogos estilo arcade vão adorar o app Kobo Deluxe. Este jogo de naves permite que você se proteja e destrua naves inimigas enquanto elas te perseguem, atirando e lançando-se em você. Tudo isso acontece no espaço, com gráficos divertidos e desafios táticos estimulantes. Mova-se através dos 50 níveis e saia um campeão.",,"Longer, more detailed description is still in English.",,,,
,supertux2,eos-app-supertux2,resfix supertux2 --fullscreen,supertux2,Super Tux,Linux App,Linux,Games,,,0,x,,,,,,,,,,,Super Tux,Classic jump-and-run arcade sidescroller game,"This game is similar to the original Super Mario Brothers games and allows your avatar to run and jump its way to new levels. The game features 26 levels with different opponents to fight, and fun music, in addition to a story that you can follow along with as you play. ",,Super Tux,Un juego clásico de arcada,"Este juego es parecido a los juegos originales de Super Mario Brothers donde tienes que correr y saltar para llegar a nuevos niveles. El juego viene con 26 niveles con diferentes oponentes que tendrás que vencer. Además, hay música alegre y un cuento divertido para seguir durante el juego.",,Super Tux,Clássico jogo corre e pula em estilo arcade,"Este jogo é semelhante aos jogos originais do Super Mario Bros. O seu personagem tem que correr e saltar de para passar de nível. Este jogo tem 26 níveis com diferentes adversários para combater, uma divertida trilha sonora e uma história que se desenrola a cada nível que você passa.",,"Longer, more detailed description is still in English.",,,,
,supertuxkart,eos-app-supertuxkart,resfix supertuxkart --fullscreen,supertuxkart,Tux Kart,Linux App,Linux,Games,,,0,x,,,,,,,,,,,Tux Kart,Racing game with colorful characters and imaginative tracks,"Tux Kart is a racing game that stars the lovable character, Tux the Penguin. This game features several different tracks of varying difficulty for you to test your driving skills. Whether you’re on Tux’s Tollway or Gown’s Bow, you’re rushing toward the finish, trying to stay ahead of your opponents as you collect Red Herrings (which give you special abilities) and avoid Green Herrings (which trip you up). This game is sure to entertain you and your friends for hours!",,Tux Kart,Juego de carreras con varias  pistas desafiantes,"Tux Kart es un juego de carreras con el protagonista lindo y encantador, Tux el pingüino. Este juego contiene varias pistas de diferentes niveles de dificultad. Podrás poner tu habilidad para maniobrar a la prueba. Tendrás que alcanzar diferentes objetos en la pista para darte un empuje y tendrás que evitar otros que sean contratiempos para terminar la carrera a tiempo. ¡Este juego será muy divertido y entretenido para ti y todos tus amigos!",,Tux Kart,Jogo de corridas com personagens coloridos e pistas originais,"Tux Kart é um jogo de corridas protagonizado pelo adorável Pinguim Tux. Este jogo tem vários tipos de pistas de variadas dificuldades para testar as suas habilidades de condução. Não importa a pista em que você corre, o importante é chegar o mais rápido possível ao final, antes dos seus adversários, colecionar os itens vermelhos (que te darão capacidades especiais) e evitar os verdes (que te irão atrasar). Este jogo oferece a você e aos seus amigos horas de entretenimento!",,"Longer, more detailed description is still in English.",,,,
,teeworlds,eos-app-teeworlds,resfix teeworlds,teeworlds,Teeworlds,Linux App,Linux,Games,,,0,x,,,,,,,,,,,Teeworlds,Exciting multi-player shooting game,"Teeworlds is a retro-looking game, but don’t let this old-school feel fool you; it’s also an exciting multiplayer shooter. Epic battles of up to 16 players rage, in formats such as Capture the Flag and Team Deathmatch. Try to survive in the deadly arena while dispatching your opponents. One exciting feature of Teeworlds is that the game allows you to design your own maps. Lots of bloody fun awaits you with the Teeworlds app.",,Teeworlds,Un juego emocionante de multijugador donde tienes que dispararles a tus enemigos ,"Teeworlds parece ser un juego retro y clásico- pero no dejes que esto te engañe. Además de ser muy entretenido y divertido, puedes jugar con hasta 16 participantes para aumentar la emoción. Puedes escoger entre varios juegos para competir contra tus oponentes. Intenta sobrevivir y vencer a cada uno de tus oponentes en las diferentes pistas. En este juego hasta podrás crear tus propias pistas y campos. ¡Mucho entretenimiento te espera con Teeworlds!",,Teelândia,Incrível jogo de tiros para vários jogadores,"Teelândia é um jogo de estilo retro, mas não deixe que esta nostalgia o engane. Teelândia é também um incrível jogo multiplayer, com batalhas épicas de 16 jogadores, e vários modos conhecidos, tais como Capture the Flag e Team Deathmatch. Tente sobreviver na mortífera arena enquanto destrói os adversários. O Teelândia possui um interessante modo que lhe permite criar os seus próprios níveis de jogo. Muita diversão espera por você no aplicativo Teelândia.",,"Longer, more detailed description is still in English.",,,,
,freeciv,eos-app-freeciv,freeciv,,FreeCiv,Linux App,Linux,Games,,,0,x,,,,,,,,,,,FreeCiv,Travel through time to create your own civilization and guide it to greatness,"Create your own world with this action-packed game that lets you travel through time and start a civilization of your very own. You'll start at the begging, in a pre-historic world, where you'll need to create your own tribe. Then, you'll move onto the middle ages, survive the plague and invent the wheel. You'll continue through the ages until you reach modern times and need to balance world politics with your agenda to lead your people to conquering the moon and beyond!",,FreeCiv,Viaja por el tiempo para crear tu propia civilización y guiarla hacia la grandeza,"Crea tu propio mundo con este juego lleno de acción que te permite viajar por el tiempo y comenzar tu propia civilización. Empezaras en un mundo prehistórico, en el que tendrás que crear tu propia tribu. Después de poco tiempo, te encontrarás en la Edad Media y tendrás que sobrevivir a la plaga e inventar nueva tecnología, como la rueda. De allí, continuarás a través de los siglos hasta llegar a los tiempos modernos. ¡Necesitarás equilibrar la política mundial con tu agenda para guiar a tu pueblo hacia la conquista de la luna y de más allá!",,FreeCiv,Viaje através do tempo para criar a sua própria civilização e levá-la à ser nobre,"Crie seu próprio mundo com este jogo cheio de ação que lhe permite viajar no tempo e começar sua própria civilização. Você começará em um mundo pré-histórico, onde você vai precisar criar a sua própria tribo. Depois, você vai passar para a Idade Média, sobreviver à praga e inventar a roda. Você vai continuar a viajar através dos tempos até alcançar a modernidade e precisará saber administrar suas obrigações frente a tudo que está acontecendo no mundo, para poder conduzir o seu povo na conquista da lua e muito mais! Não é incrível?",,,,,,
